normalized_law_name,resolved_law_name,article_raw,base_article,time_basis_date,citation_count,verification_status,note,mst,effective_date,article_title
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제3조제1항제3호,제3조,2026-03-25,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제3조제1항제4호,제3조,2025-01-08,1,not_found,law_not_found,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제3조제1항제4호,제3조,2026-03-25,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제3조제8항,제3조,2024-06-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
개인정보 보호법,개인정보 보호법,제3조제8항,제3조,2025-04-23,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
"주민등록번호 유출 등에 대한 과징금 부과기준(고시 제2022-4호, 2022.10.20., 이하 ‘舊과징금 부과기준’)",,제40조의2,제40조의2,2023-10-11,2,needs_review,needs_admin_rule_pass,,,
근로기준법,근로기준법,제42조,제42조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,232199,2021-11-19,계약 서류의 보존
근로기준법,근로기준법,제42조,제42조,2023-04-26,1,verified,article_verified_by_korean_law_mcp,232199,2021-11-19,계약 서류의 보존
개인정보 보호법,개인정보 보호법,제47조제2항,제47조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,분쟁의 조정
개인정보 보호법,개인정보 보호법,제47조제2항,제47조,2026-01-28,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,분쟁의 조정
개인정보 보호법,개인정보 보호법,제48조의4제3항,제48조의4,2023-03-08,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제48조의4제3항,제48조의4,2023-03-22,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제4조제1호,제4조,2022-09-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제1호,제4조,2024-06-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제3항제1호,제4조,2025-07-23,1,partially_verified,base_article_verified_but_paragraph_not_found,248613,2023-09-15,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제3항제1호,제4조,2025-12-10,1,partially_verified,base_article_verified_but_paragraph_not_found,270351,2025-10-02,정보주체의 권리
개인정보 보호법,개인정보 보호법,제58조제1항,제58조,2024-02-14,2,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,적용의 일부 제외
개인정보 보호법,개인정보 보호법,제58조제1항제3호,제58조,2024-02-14,2,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,적용의 일부 제외
개인정보 보호법,개인정보 보호법,제5조제3항,제5조,2023-03-08,2,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,국가 등의 책무
개인정보 보호법,개인정보 보호법,제60조,제60조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,비밀유지 등
개인정보 보호법,개인정보 보호법,제60조,제60조,2025-11-20,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,비밀유지 등
"개인정보 보호법 위반에 대한 과태료 부과기준(개인정보위 지침, ’23.9.15.시행)",,제63조,제63조,2024-04-24,1,needs_review,needs_admin_rule_pass,,,
"개인정보 보호법 위반에 대한 과태료 부과기준(개인정보위 지침, ’23.9.15.시행)",,제63조,제63조,2024-11-04,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제63조제1항,제63조,2021-08-25,2,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,자료제출 요구 및 검사
개인정보 보호법,개인정보 보호법,제64조,제64조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,시정조치 등
개인정보 보호법,개인정보 보호법,제64조,제64조,2023-04-12,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,시정조치 등
개인정보 보호법 위반에 대한 과징금 부과기준,,제64조의2제1항,제64조의2,2024-09-25,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법 위반에 대한 과징금 부과기준,,제64조의2제1항,제64조의2,2024-11-13,1,needs_review,needs_admin_rule_pass,,,
개인정보보호 법규 위반에 대한 과징금 부과기준4),,제64조의2제1항,제64조의2,2025-04-09,1,needs_review,needs_admin_rule_pass,,,
개인정보보호 법규 위반에 대한 과징금 부과기준4),,제64조의2제1항,제64조의2,2025-11-20,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제64조의2제1항제1호,제64조의2,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제64조의2제1항제1호,제64조의2,2025-03-26,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제66조,제66조,2021-09-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,결과의 공표
개인정보 보호법,개인정보 보호법,제66조,제66조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,결과의 공표
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제6조제1항제2호,제6조,2025-06-11,2,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제75조제4항,제75조,2024-04-24,2,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과태료
개인정보 보호법,개인정보 보호법,제75조제4항제1호,제75조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법,개인정보 보호법,제75조제4항제1호,제75조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법,개인정보 보호법,제76조제1항제2호,제76조,2022-03-23,2,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,과태료에 관한 규정 적용의 특례
舊 개인정보보호법 위반에 대한 과태료 부과기준,,제8조,제8조,2024-04-24,2,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제8조제2항,제8조,2023-03-08,2,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,
전기통신사업법,전기통신사업법,제8조제2항,제8조,2025-07-23,2,verified,article_verified_by_korean_law_mcp,268545,2025-07-22,외국정부 또는 외국인의 주식소유 제한
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제11조,제11조,2025-05-14,1,needs_review,needs_admin_rule_pass,,,
소득세법,소득세법,제127조,제127조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,267581,2025-01-01,원천징수의무
산업안전보건법,산업안전보건법,제129조,제129조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,234717,2022-08-18,일반건강진단
개인정보 보호법,개인정보 보호법,제12조의2,제12조의2,2022-04-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
출입국관리법,출입국관리법,제12조의2,제12조의2,2022-04-27,1,verified,article_verified_by_korean_law_mcp,233833,2021-07-13,입국 시 생체정보의 제공 등
개인정보 보호법,개인정보 보호법,제12조의2제1항,제12조의2,2022-04-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제12조제2항,제12조,2025-03-26,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호지침
여신전문금융업법,여신전문금융업법,제14조의2,제14조의2,2025-03-26,1,verified,article_verified_by_korean_law_mcp,248927,2023-06-22,신용카드회원의 모집
개인정보 보호법,개인정보 보호법,제15조,제15조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용
학원의 설립․운영 및 과외교습에 관한 법률,학원의 설립ㆍ운영 및 과외교습에 관한 법률,제15조의5제2항,제15조의5,2023-11-08,1,verified,article_verified_by_korean_law_mcp,249991,2023-10-19,정보의 공개
중소기업기본법,중소기업기본법,제15조제1항,제15조,2022-06-22,1,partially_verified,base_article_verified_but_paragraph_not_found,225107,2021-12-30,인력 확보의 지원
개인정보 보호법,개인정보 보호법,제15조제1항제4호,제15조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 수집ㆍ이용
개인정보 보호법,개인정보 보호법,제15조제1항제5호,제15조,2024-01-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 수집ㆍ이용
개인정보 보호법,개인정보 보호법,제15조제1항제6호,제15조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용
중소기업기본법,중소기업기본법,제15조제2항,제15조,2023-03-22,1,partially_verified,base_article_verified_but_paragraph_not_found,245321,2022-11-15,인력 확보의 지원
개인정보 보호법,개인정보 보호법,제15조제2항제2호,제15조,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용
여신전문금융업법,여신전문금융업법,제16조의2,제16조의2,2025-03-26,1,verified,article_verified_by_korean_law_mcp,248927,2023-06-22,가맹점의 모집 등
학원의 설립․운영 및 과외교습에 관한 법률,학원의 설립ㆍ운영 및 과외교습에 관한 법률,제17조의4,제17조의4,2023-11-08,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제17조제1항제1호,제17조,2022-11-30,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 제공
청소년 보호법,청소년 보호법,제17조제1항제1호,제17조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,270821,2025-04-22,구분ㆍ격리 등
개인정보 보호법,개인정보 보호법,제17조제1항제4호,제17조,2022-09-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 제공
개인정보 보호법,개인정보 보호법,제18조,제18조,2023-03-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 목적 외 이용ㆍ제공 제한
개인정보 보호법,개인정보 보호법,제18조제2항,제18조,2022-03-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 목적 외 이용ㆍ제공 제한
학점인정 등에 관한 법률 시행령,학점인정 등에 관한 법률 시행령,제19조의2,제19조의2,2025-11-20,1,verified,article_verified_by_korean_law_mcp,268313,2025-01-17,고유식별정보의 처리
개인정보 보호법,개인정보 보호법,제20조,제20조,2023-06-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정보주체 이외로부터 수집한 개인정보의 수집 출처 등 고지
개인정보 보호법,개인정보 보호법,제20조의2,제20조의2,2021-01-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
질서위반행위규제법,질서위반행위규제법,제20조제1항,제20조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,224847,2021-01-01,이의제기
의료법,의료법,제21조,제21조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,251195,2023-11-20,기록 열람 등
소득세법,소득세법,제21조,제21조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,267581,2025-01-01,기타소득
개인정보 보호법,개인정보 보호법,제21조의2,제21조의2,2024-02-14,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제21조의2제1항,제21조의2,2025-11-20,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제21조의2제3항,제21조의2,2025-11-20,1,needs_review,article_not_found_in_inferred_default_pipa,,,
근로기준법,근로기준법,제21조제1항,제21조,2023-04-26,1,partially_verified,base_article_verified_but_paragraph_not_found,232199,2021-11-19,전차금 상계의 금지
의료법,의료법,제21조제2항,제21조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,251195,2023-11-20,기록 열람 등
중소기업기본법,중소기업기본법,제21조제3항,제21조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,245321,2022-11-15,중소기업 실태조사
장애인등에 대한 특수교육법,장애인 등에 대한 특수교육법,제22조,제22조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,244921,2023-04-19,개별화교육
의료법,의료법,제22조,제22조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,251195,2023-11-20,진료기록부 등
의료법,의료법,제22조제1항,제22조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,251195,2023-11-20,진료기록부 등
중소기업기본법,중소기업기본법,제22조제5항,제22조,2023-04-26,1,verified,article_verified_by_korean_law_mcp,245321,2022-11-15,중소기업 옴부즈만의 설치
舊 개인정보보호 법규 위반에 대한 과징금 부과기준,,제22조제6항,제22조,2024-08-28,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제235조,제235조,2025-02-26,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제23조의2,제23조의2,2022-04-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제23조의3,제23조의3,2022-04-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제23조제1항제2호,제23조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,민감정보의 처리 제한
의료법,의료법,제23조제1항제2호,제23조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,251195,2023-11-20,전자의무기록
개인정보 보호법,개인정보 보호법,제23조제1항제2호,제23조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,민감정보의 처리 제한
개인정보 보호법,개인정보 보호법,제24조,제24조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,고유식별정보의 처리 제한
개인정보 보호법,개인정보 보호법,제24조의2,제24조의2,2022-03-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,주민등록번호 처리의 제한
개인정보 보호법,개인정보 보호법,제24조의2제2항,제24조의2,2022-05-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,주민등록번호 처리의 제한
중소기업기본법,중소기업기본법,제24조의2제2항,제24조의2,2022-09-28,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제24조의2제3항,제24조의2,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,주민등록번호 처리의 제한
개인정보 보호 법규 위반에 대한 징계권고 기준,,제24조제1항,제24조,2025-01-08,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제24조제1항제2호,제24조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,고유식별정보의 처리 제한
중소기업기본법,중소기업기본법,제24조제3항,제24조,2023-02-08,1,partially_verified,base_article_verified_but_paragraph_not_found,245321,2022-11-15,행정지원 등
개인정보 보호법,개인정보 보호법,제24조제3항,제24조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,고유식별정보의 처리 제한
개인정보 보호법 위반에 대한 과징금 부과기준,,제24조제3항,제24조,2024-11-13,1,needs_review,needs_admin_rule_pass,,,
초·중등교육법,초ㆍ중등교육법,제25조의2,제25조의2,2023-07-26,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제25조제1항,제25조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,영상정보처리기기의 설치ㆍ운영 제한
국세기본법,국세기본법,제26조의2제1항,제26조의2,2023-02-08,1,verified,article_verified_by_korean_law_mcp,247433,2023-01-01,국세의 부과제척기간
개인정보 보호법,개인정보 보호법,제26조제5항,제26조,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,업무위탁에 따른 개인정보의 처리 제한
개인정보 보호법,개인정보 보호법,제27조,제27조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,영업양도 등에 따른 개인정보의 이전 제한
개인정보 보호법,개인정보 보호법,제27조의2,제27조의2,2023-07-26,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제27조제3항,제27조,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,영업양도 등에 따른 개인정보의 이전 제한
출입국관리법,출입국관리법,제28조,제28조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,233833,2021-07-13,출국심사
개인정보 보호법,개인정보 보호법,제28조,제28조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보취급자에 대한 감독
개인정보 보호법,개인정보 보호법,제28조의11,제28조의11,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,준용규정
개인정보 보호법,개인정보 보호법,제28조의2,제28조의2,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,가명정보의 처리 등
개인정보 보호법,개인정보 보호법,제28조의2제1항,제28조의2,2024-04-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,가명정보의 처리 등
개인정보 보호법,개인정보 보호법,제28조의3,제28조의3,2025-11-26,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,가명정보의 결합 제한
개인정보 보호법,개인정보 보호법,제28조의3제1항,제28조의3,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,가명정보의 결합 제한
개인정보 보호법,개인정보 보호법,제28조의4,제28조의4,2024-04-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,가명정보에 대한 안전조치의무 등
개인정보 보호법,개인정보 보호법,제28조의5제1항,제28조의5,2024-01-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,가명정보 처리 시 금지의무 등
개인정보 보호법,개인정보 보호법,제28조의8제1항제1호,제28조의8,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 국외 이전
개인정보 보호법,개인정보 보호법,제28조의8제1항제3호,제28조의8,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 국외 이전
개인정보 보호법,개인정보 보호법,제28조의8제4항,제28조의8,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 국외 이전
개인정보 보호법,개인정보 보호법,제28조제1항,제28조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보취급자에 대한 감독
표준 개인정보 보호지침,,제28조제1항,제28조,2023-02-08,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제28조제1항제6호,제28조,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보취급자에 대한 감독
청소년 보호법,청소년 보호법,제28조제4항,제28조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,270821,2025-04-22,청소년유해약물등의 판매ㆍ대여 등의 금지
개인정보 보호법 시행령,개인정보 보호법 시행령,제29조,제29조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,241195,2022-03-08,영업양도 등에 따른 개인정보 이전의 통지
개인정보 보호법 위반에 대한 과태료 부과기준,,제29조,제29조,2023-04-26,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제29조의10제1항제1호,제29조의10,2024-07-24,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제29조의10제2항,제29조의10,2024-07-24,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제29조의5제1항,제29조의5,2024-04-24,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제29조의5제1항제1호,제29조의5,2024-04-24,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제29조의7,제29조의7,2025-01-22,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법 시행령,개인정보 보호법 시행령,제2조,제2조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,241195,2022-03-08,공공기관의 범위
개인정보 보호법,개인정보 보호법,제2조,제2조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,정의
개인정보 보호법 위반에 대한 공표 및 공표명령 지침(’23.10.11. 시행),,제2조,제2조,2024-01-24,1,needs_review,needs_admin_rule_pass,,,
중소기업 기본법,중소기업기본법,제2조,제2조,2025-11-20,1,verified,article_verified_by_korean_law_mcp,260843,2024-08-28,중소기업자의 범위
중소기업기 본법,중소기업기본법,제2조,제2조,2025-11-20,1,verified,article_verified_by_korean_law_mcp,260843,2024-08-28,중소기업자의 범위
질서위반행위규제법 시행령,질서위반행위규제법 시행령,제2조의2제1항,제2조의2,2022-08-10,1,verified,article_verified_by_korean_law_mcp,228847,2021-02-05,과태료 감경
개인정보 보호법,개인정보 보호법,제2조제15호,제2조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정의
출입국관리법,출입국관리법,제2조제15호,제2조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,233833,2021-07-13,정의
개인정보 보호법,개인정보 보호법,제2조제1항,제2조,2022-03-23,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정의
정보통신망 이용 촉진 및 정보보호 등에 관한 법률,정보통신망 이용촉진 및 정보보호 등에 관한 법률,제2조제1항제3호,제2조,2024-03-27,1,verified,article_verified_by_korean_law_mcp,247261,2023-07-04,정의
개인정보 보호법,개인정보 보호법,제2조제1항제6호,제2조,2021-08-25,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정의
전자문서 및 전자거래 기본법,전자문서 및 전자거래 기본법,제2조제1호,제2조,2022-09-14,1,verified,article_verified_by_korean_law_mcp,218883,2020-12-10,정의
개인정보 보호법,개인정보 보호법,제2조제22항,제2조,2021-01-27,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정의
개인정보 보호법,개인정보 보호법,제2조제2호,제2조,2025-12-10,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,정의
한국연구재단법,한국연구재단법,제2조제2호,제2조,2026-01-28,1,verified,article_verified_by_korean_law_mcp,276253,2025-10-01,법인
"<br>으로, 같은 법</td><td>개인정보 보호법",,제2조제2호,제2조,2026-03-25,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제2조제3호,제2조,2026-03-25,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,정의
개인정보 보호법,개인정보 보호법,제2조제4호,제2조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정의
청소년 보호법,청소년 보호법,제2조제4호,제2조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,270821,2025-04-22,정의
개인정보 보호법,개인정보 보호법,제2조제5항,제2조,2022-09-14,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정의
