normalized_law_name,resolved_law_name,article_raw,base_article,time_basis_date,citation_count,verification_status,note,mst,effective_date,article_title
민법,민법,제2조제5호,제2조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,228813,2021-01-26,신의성실
지방자치법,지방자치법,제2조제5호,제2조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,238325,2022-01-13,지방자치단체의 종류
한국연구재단법,한국연구재단법,제2조제5호,제2조,2026-01-28,1,verified,article_verified_by_korean_law_mcp,276253,2025-10-01,법인
| 지방자치법,,제2조제5호,제2조,2026-03-25,1,not_found,law_not_found,,,
전자서명법,전자서명법,제2조제6호,제2조,2025-07-23,1,verified,article_verified_by_korean_law_mcp,236201,2022-10-20,정의
한국연구재단법,한국연구재단법,제2조제6호,제2조,2026-01-28,1,verified,article_verified_by_korean_law_mcp,276253,2025-10-01,법인
| 지방자치법,,제2조제6호,제2조,2026-03-25,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제2조제8호,제2조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정의
개인정보 보호법 시행령,개인정보 보호법 시행령,제30조,제30조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,241195,2022-03-08,개인정보의 안전성 확보 조치
개인정보 보호법,개인정보 보호법,제30조,제30조,2025-02-26,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 처리방침의 수립 및 공개
개인정보 보호법,개인정보 보호법,제30조의2제1항제3호,제30조의2,2024-11-27,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 처리방침의 평가 및 개선권고
개인정보 보호법,개인정보 보호법,제30조제1항제1호,제30조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 처리방침의 수립 및 공개
개인정보 보호법,개인정보 보호법,제31조의2,제31조의2,2023-10-11,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,국내대리인의 지정
개인정보 보호법,개인정보 보호법,제31조의2제1항,제31조의2,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,국내대리인의 지정
개인정보 보호법,개인정보 보호법,제31조의2제3항,제31조의2,2023-10-11,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,국내대리인의 지정
개인정보 보호법,개인정보 보호법,제31조의2제3항,제31조의2,2024-07-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,국내대리인의 지정
개인정보 보호법,개인정보 보호법,제31조제2항,제31조,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호책임자의 지정 등
개인정보 보호법,개인정보 보호법,제31조제3항,제31조,2025-08-27,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호책임자의 지정 등
민법,민법,제32조,제32조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,228813,2021-01-26,비영리법인의 설립과 허가
개인정보보호 법규 위반에 대한 과징금 부과기준,,제32조,제32조,2025-07-23,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제32조제1항,제32조,2023-04-12,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보파일의 등록 및 공개
개인정보 보호법,개인정보 보호법,제32조제6항,제32조,2021-01-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보파일의 등록 및 공개
개인정보 보호법,개인정보 보호법,제33조의2제2항,제33조의2,2021-01-27,1,needs_review,article_not_found_in_inferred_default_pipa,,,
감염병의 예방 및 관리에 관한 법률,감염병의 예방 및 관리에 관한 법률,제33조의4,제33조의4,2023-07-26,1,verified,article_verified_by_korean_law_mcp,251735,2023-06-13,예방접종통합관리시스템의 구축ㆍ운영 등
개인정보 보호법,개인정보 보호법,제33조제1항,제33조,2024-02-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 영향평가
개인정보 보호법 위반에 대한 과태료 부과기준,,제34조의2,제34조의2,2025-01-08,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제34조제2항,제34조,2025-05-02,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 유출 등의 통지ㆍ신고
개인정보 보호법,개인정보 보호법,제35조,제35조,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 열람
개인정보 보호법,개인정보 보호법,제35조의2,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제35조의2제1항,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
의료법,의료법,제35조의2제1항,제35조의2,2023-11-22,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제35조의2제1항,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
의료법,의료법,제35조의2제1항제1호,제35조의2,2023-11-22,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제35조의2제1항제1호,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제35조의2제1항제2호,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
지방세기본법,지방세기본법,제35조의2제4항,제35조의2,2023-11-22,1,partially_verified,base_article_verified_but_paragraph_not_found,250695,2023-05-04,수정신고의 효력
개인정보 보호법,개인정보 보호법,제35조의2제4항,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제35조의2제4항제3호,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
개인정보 보호법,개인정보 보호법,제35조의2제4항제3호,제35조의2,2023-11-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보의 전송 요구
의료법,의료법,제35조의2제4항제3호,제35조의2,2023-11-22,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제35조제3항,제35조,2022-08-10,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 열람
개인정보 보호법,개인정보 보호법,제35조제4항,제35조,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 열람
개인정보 보호법,개인정보 보호법,제35조제5항,제35조,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 열람
보안업무규정,보안업무규정,제36조,제36조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,225717,2021-01-01,신원조사
한국장학재단 설립 등에 관한 법률 시행령,한국장학재단 설립 등에 관한 법률 시행령,제36조의2,제36조의2,2024-01-24,1,verified,article_verified_by_korean_law_mcp,238955,2023-01-01,민감정보 및 고유식별정보의 처리
개인정보 보호법,개인정보 보호법,제37조,제37조,2023-06-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 처리정지 등
개인정보 보호법,개인정보 보호법,제37조제2항,제37조,2021-01-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 처리정지 등
개인정보 보호법,개인정보 보호법,제39조의12,제39조의12,2021-08-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,국외 이전 개인정보의 보호
舊 개인정보보호 법규 위반에 대한 과징금 부과기준,,제39조의15,제39조의15,2024-08-28,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제39조의15제1항제1호,제39조의15,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과징금의 부과 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의15제4항,제39조의15,2022-03-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과징금의 부과 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의3제2항제2호,제39조의3,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보의 수집ㆍ이용 동의 등에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의4제1항제3호,제39조의4,2023-03-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 유출등의 통지ㆍ신고에 대한 특례
개인정보 보호법,개인정보 보호법,제39조의9,제39조의9,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,손해배상의 보장
출입국관리법,출입국관리법,제3조,제3조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,233833,2021-07-13,국민의 출국
개인정보 보호법 위반에 대한 공표 및 공표명령 지침(’23.10.11. 시행),,제3조,제3조,2024-01-24,1,needs_review,needs_admin_rule_pass,,,
주류의 통신판매에 관한 명령위임 고시(국세청고시 제2023-12호),,제3조,제3조,2025-07-23,1,not_found,law_not_found,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제3조제1항제3호,제3조,2025-06-11,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제3조제1항제6호,제3조,2023-12-13,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
개인정보 보호법,개인정보 보호법,제3조제1항제8호,제3조,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
질서위반행위규제법,질서위반행위규제법,제3조제2항,제3조,2025-06-25,1,verified,article_verified_by_korean_law_mcp,224847,2021-01-01,법 적용의 시간적 범위
개인정보 보호법,개인정보 보호법,제3조제3항,제3조,2023-06-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 보호 원칙
개인정보 보호법,개인정보 보호법,제3조제5항,제3조,2025-04-23,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,개인정보 보호 원칙
개인정보 보호법,개인정보 보호법,제40조제2항,제40조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,설치 및 구성
개인정보 보호법,개인정보 보호법,제41조,제41조,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,위원의 신분보장
근로기준법,근로기준법,제41조제1항,제41조,2023-02-08,1,verified,article_verified_by_korean_law_mcp,232199,2021-11-19,근로자의 명부
개인정보 보호법,개인정보 보호법,제41조제2항,제41조,2023-03-08,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,위원의 신분보장
고용정책기본법 시행령,고용정책 기본법 시행령,제43조의2제1항,제43조의2,2024-01-24,1,verified,article_verified_by_korean_law_mcp,240425,2022-02-18,민감정보 및 고유식별정보의 처리
개인정보 보호법,개인정보 보호법,제46조,제46조,2021-01-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,조정 전 합의 권고
개인정보 보호법,개인정보 보호법,제48조,제48조,2022-02-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,조정의 거부 및 중지
개인정보 보호법,개인정보 보호법,제48조의2,제48조의2,2023-07-12,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제48조의2제1항,제48조의2,2022-11-30,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제48조의3,제48조의3,2023-10-25,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제48조의4제4항,제48조의4,2025-06-11,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제49조의11제1항,제49조의11,2023-10-25,1,needs_review,article_not_found_in_inferred_default_pipa,,,
민사소송 등에서의 전자문서 이용 등에 관한 법률,민사소송 등에서의 전자문서 이용 등에 관한 법률,제4조,제4조,2025-01-08,1,verified,article_verified_by_korean_law_mcp,249993,2023-10-19,전산정보처리시스템의 운영
개인정보 보호법,개인정보 보호법,제4조제3호,제4조,2022-09-14,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제4항제5호,제4조,2023-07-12,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정보주체의 권리
개인정보 보호법,개인정보 보호법,제4조제5항제2호,제4조,2022-11-30,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,정보주체의 권리
한국장학재단 설립 등에 관한 법률,한국장학재단 설립 등에 관한 법률,제50조의2제10호,제50조의2,2023-11-08,1,verified,article_verified_by_korean_law_mcp,234815,2022-02-18,자료 제출의 요청
개인정보 보호법,개인정보 보호법,제530조,제530조,2025-02-26,1,needs_review,article_not_found_in_inferred_default_pipa,,,
청소년성보호법,아동ㆍ청소년의 성보호에 관한 법률,제56조,제56조,2023-05-10,1,partially_verified,article_verified_current_mst_only_time_needs_review,270817,2026-04-23,아동ㆍ청소년 관련기관등에의 취업제한 등
개인정보 보호법,개인정보 보호법,제59조제1호,제59조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,금지행위
개인정보 보호법,개인정보 보호법,제59조제1호,제59조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,금지행위
개인정보 보호법,개인정보 보호법,제59조제3호,제59조,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,금지행위
전기통신사업법,전기통신사업법,제5조,제5조,2023-07-12,1,verified,article_verified_by_korean_law_mcp,247227,2023-07-04,전기통신사업의 구분 등
생활물류서비스산업발전법,생활물류서비스산업발전법,제5조,제5조,2025-09-10,1,verified,article_verified_by_korean_law_mcp,258823,2025-01-17,택배서비스사업의 등록 등
개인정보 보호법,개인정보 보호법,제5조제1항,제5조,2023-03-08,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,국가 등의 책무
주류의 통신판매에 관한 명령위임 고시(국세청고시 제2023-12호),,제5조제1항제6호,제5조,2025-07-23,1,not_found,law_not_found,,,
개인정보보호 법규 위반에 대한 과징금 부과기준,,제5조제2항,제5조,2024-09-25,1,needs_review,needs_admin_rule_pass,,,
개인정보의 안전성 확보조치 기준(고시 제2021-2호),,제5조제6항,제5조,2023-06-14,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제60조의2제2항제2호,제60조의2,2025-06-25,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제61조제1항,제61조,2023-04-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,의견제시 및 개선권고
개인정보 보호법,개인정보 보호법,제61조제2항,제61조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,의견제시 및 개선권고
질서위반행위규제법,질서위반행위규제법,제63조,제63조,2025-06-25,1,not_found,article_not_found,,,
개인정보 보호법,개인정보 보호법,제64조의2제1항제3호,제64조의2,2024-09-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제64조의2제1항제4호,제64조의2,2025-07-23,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보보호 법규 위반에 대한 과징금 부과기준,,제64조의2제1항제9호,제64조의2,2024-05-08,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호 법규 위반에 대한 징계권고 기준,,제64조의2제1항제9호,제64조의2,2025-06-11,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제64조의2제5항제4호,제64조의2,2025-06-11,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제64조의2제6항,제64조의2,2025-06-25,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과징금의 부과
개인정보 보호법,개인정보 보호법,제65조제1항,제65조,2025-11-26,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,고발 및 징계권고
개인정보 보호법,개인정보 보호법,제65조제2항,제65조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,고발 및 징계권고
개인정보 보호법,개인정보 보호법,제69조,제69조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,벌칙 적용 시의 공무원 의제
개인정보 보호법,개인정보 보호법,제69조제1항,제69조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,벌칙 적용 시의 공무원 의제
개인정보 보호법,개인정보 보호법,제69조제2항,제69조,2022-06-22,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,벌칙 적용 시의 공무원 의제
개인정보 보호법 위반에 대한 과태료 부과기준(지침),,제6조,제6조,2021-08-25,1,needs_review,needs_admin_rule_pass,,,
개인정보보호법령 및 지침․고시 해설(이하 ‘해설서’),,제6조,제6조,2021-08-25,1,not_found,law_not_found,,,
출입국관리법,출입국관리법,제6조,제6조,2022-04-27,1,verified,article_verified_by_korean_law_mcp,233833,2021-07-13,국민의 입국
형의 실효 등에 관한 법률,형의 실효 등에 관한 법률,제6조,제6조,2023-05-10,1,verified,article_verified_by_korean_law_mcp,230201,2021-03-16,범죄경력조회ㆍ수사경력조회 및 회보의 제한 등
개인정보의 안전성 확보조치 기준(고시 제2021-2호),,제6조,제6조,2023-07-12,1,not_found,law_not_found,,,
개인정보 보호법 위반에 대한 공표 및 공표명령 지침(’23.10.11. 시행),,제6조,제6조,2024-01-24,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제6조제1항제3호,제6조,2024-09-25,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제6조제1항제3호,제6조,2025-11-20,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,다른 법률과의 관계
개인정보 보호법,개인정보 보호법,제6조제1항제5호,제6조,2025-02-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,다른 법률과의 관계
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제6조제1항제5호,제6조,2025-05-14,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제6조제2항제6호,제6조,2023-02-22,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,다른 법률과의 관계
개인정보의 안전성 확보조치 기준(고시 제2021-2호),,제6조제3항,제6조,2023-02-08,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제6조제3항제1호,제6조,2025-07-23,1,partially_verified,base_article_verified_but_paragraph_not_found,248613,2023-09-15,다른 법률과의 관계
개인정보 보호법,개인정보 보호법,제6조제6항,제6조,2025-10-22,1,partially_verified,base_article_verified_but_paragraph_not_found,270351,2025-10-02,다른 법률과의 관계
개인정보 보호법,개인정보 보호법,제71조제2호,제71조,2025-01-22,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,벌칙
개인정보 보호법,개인정보 보호법,제73조,제73조,2022-02-23,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,벌칙
개인정보 보호법,개인정보 보호법,제73조제1항,제73조,2025-11-26,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,벌칙
개인정보 보호법,개인정보 보호법,제75조제2항제12호,제75조,2022-11-30,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법,개인정보 보호법,제75조제2항제25호,제75조,2025-05-14,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과태료
개인정보 보호법,개인정보 보호법,제75조제2항제4호,제75조,2022-05-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법,개인정보 보호법,제75조제2항제7호,제75조,2025-06-11,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과태료
개인정보 보호법,개인정보 보호법,제75조제3항,제75조,2021-08-25,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법,개인정보 보호법,제75조제4항제6호,제75조,2024-04-24,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,과태료
개인정보 보호법,개인정보 보호법,제75조제4항제7호,제75조,2023-06-28,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,과태료
개인정보 보호법 위반에 대한 과태료 부과기준,,제76조,제76조,2025-01-08,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제7조의8,제7조의8,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,보호위원회의 소관 사무
개인정보 보호법,개인정보 보호법,제7조의9,제7조의9,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,보호위원회의 심의ㆍ의결 사항 등
개인정보의 안전성 확보조치 기준(고시 제2021-2호),,제7조제1항,제7조,2023-02-08,1,not_found,law_not_found,,,
개인정보 보호법,개인정보 보호법,제7조제3항제2호,제7조,2025-12-10,1,verified,article_verified_by_korean_law_mcp,270351,2025-10-02,개인정보 보호위원회
국세기본법,국세기본법,제81조의13,제81조의13,2023-11-22,1,verified,article_verified_by_korean_law_mcp,247433,2023-01-01,비밀 유지
개인정보 보호법,개인정보 보호법,제83조제4항,제83조,2023-09-19,1,needs_review,article_not_found_in_inferred_default_pipa,,,
국가공무원법,국가공무원법,제83조제4항,제83조,2023-09-19,1,partially_verified,base_article_verified_but_paragraph_not_found,248567,2023-06-05,감사원의 조사와의 관계 등
개인정보 보호법,개인정보 보호법,제84조,제84조,2025-07-23,1,needs_review,article_not_found_in_inferred_default_pipa,,,
개인정보 보호법,개인정보 보호법,제85조의3제1항,제85조의3,2022-05-25,1,needs_review,article_not_found_in_inferred_default_pipa,,,
국세기본법,국세기본법,제85조의3제1항,제85조의3,2023-02-08,1,verified,article_verified_by_korean_law_mcp,247433,2023-01-01,장부 등의 비치와 보존
지방세기본법,지방세기본법,제86조,제86조,2023-11-22,1,verified,article_verified_by_korean_law_mcp,250695,2023-05-04,비밀유지
장애인등에 대한 특수교육법,장애인 등에 대한 특수교육법,제8조,제8조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,244921,2023-04-19,교원의 자질향상
舊 개인정보 보호법 위반에 대한 과태료 부과기준,,제8조,제8조,2023-11-08,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법 위반에 대한 공표 및 공표명령 지침,,제8조,제8조,2025-05-14,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제8조의2,제8조의2,2021-01-27,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,개인정보 침해요인 평가
개인정보 보호법,개인정보 보호법,제8조제1항,제8조,2023-03-08,1,partially_verified,base_article_verified_but_paragraph_not_found,213857,2020-08-05,
(舊)개인정보 보호 법규 위반에 대한 과징금 부과기준,,제9조,제9조,2022-03-23,1,needs_review,needs_admin_rule_pass,,,
개인정보 보호법,개인정보 보호법,제9조제1항제2호,제9조,2024-08-28,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,기본계획
개인정보 보호법,개인정보 보호법,제9조제2항제1호,제9조,2024-06-12,1,verified,article_verified_by_korean_law_mcp,248613,2023-09-15,기본계획
개인정보 보호법,개인정보 보호법,제9조제2호,제9조,2023-07-26,1,verified,article_verified_by_korean_law_mcp,213857,2020-08-05,기본계획
